s(1)(0),s(1)(1),s(1)(2),s(1)(3),s(2)(0),s(2)(1),s(2)(2),s(2)(3),s(2)(4),s(3)(0),s(3)(1),s(3)(2)
0,4,3,3,0,3,2,3,2,0,4,6
